number_volume,number_issue,number_article,type,page_start,page_end,date_receive,date_accept,date_online,keyword,name_book,author_number,author_info,views,Crossref,Web_of_Science
19,1,6,book review,113,115,,,21 Sep 2016,[],Sociology in Poland: to be continued?,1,"[('Mikołaj Pawlak', ' University of Warsaw, Poland', 'https://www.tandfonline.com/author/Pawlak%2C+Miko%C5%82aj')]",105,0,0
19,1,7,book review,115,117,,,16 Nov 2016,[],Imagined futures: fictional expectations and capitalist dynamics,1,"[('Adriana Mica', ' Faculty of Applied Social Sciences and Resocialisation, University of Warsaw, Warsaw, Poland', 'https://www.tandfonline.com/author/Mica%2C+Adriana')]",185,0,0
19,2,1,editorial,119,120,,,17 Mar 2017,[],Work (again). Gendered.,1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",238,0,0
19,2,2,introduction,121,137,,,06 Jan 2017,[],Cause and effects of female labour force participation in local welfare systems,1,"[('Per H. Jensen', ' Center for Comparative Welfare Studies, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/Jensen%2C+Per+H')]","18,552",4,0
19,2,3,Article,138,156,10 Mar 2015,26 Nov 2016,05 Jan 2017,"['Female employment', 'working time', 'work orientation', 'family values', 'comparative analysis']",Explaining differences in women’s working time in European cities,4,"[('Per H. Jensen', ' Center for Comparative Welfare Studies, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/Jensen%2C+Per+H'), ('Rasmus Juul Møberg', ' Department of Sociology and Social Work, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/M%C3%B8berg%2C+Rasmus+Juul'), ('Ralf Och', ' Institute of Sociology, University of Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/Och%2C+Ralf'), ('Birgit Pfau-Effinger', ' Institute of Sociology, University of Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/Pfau-Effinger%2C+Birgit')]",446,2,1
19,2,4,Article,157,177,10 Mar 2015,26 Nov 2016,03 Jan 2017,"['Women’s employment', 'comparative study', 'care responsibilities', 'care policy', 'welfare state']","Impact of care responsibilities on women’s employment: a comparison between European and East Asian welfare states<span class=""ref-lnk fn-ref-lnk""><a data-reflink=""fn"" data-rid=""FN0000"" href=""#""><sup>*</sup></a><span class=""ref-overlay scrollable-ref""><span class=""ref-close"">",4,"[('Yueh-Ching Chou', ' Institute of Health and Welfare Policy, Research Center for Health and Welfare Policy, National Yang-Ming University, Taipei, Taiwan', 'https://www.tandfonline.com/author/Chou%2C+Yueh-Ching'), ('Birgit Pfau-Effinger', ' Department of Social Sciences, University of Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/Pfau-Effinger%2C+Birgit'), ('Teppo Kröger', ' Department of Social Sciences and Philosophy, University of Jyväskylä, Jyväskylä, Finland', 'https://www.tandfonline.com/author/Kr%C3%B6ger%2C+Teppo'), ('Costanzo Ranci', ' Department of Architecture and Urban Studies, Polytechnic of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Ranci%2C+Costanzo')]",479,3,2
19,2,5,Article,178,201,10 Mar 2015,26 Nov 2016,29 Dec 2016,"['Female employment', 'citizenship', 'local welfare state']",Does women’s employment enhance women’s citizenship?,2,"[('Per H. Jensen', ' Center for Comparative Welfare Studies, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/Jensen%2C+Per+H'), ('Rasmus Juul Møberg', ' Department of Sociology and Social Work, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/M%C3%B8berg%2C+Rasmus+Juul')]",284,0,0
19,2,6,Article,202,221,11 Mar 2015,26 Nov 2016,29 Dec 2016,"['Women', 'labour-market participation', 'insecurity', 'economic vulnerability']","Women at risk: the impact of labour-market participation, education and household structure on the economic vulnerability of women through Europe",3,"[('Kairi Kasearu', ' Institute of Social Studies, University of Tartu, Tartu, Estonia', 'https://www.tandfonline.com/author/Kasearu%2C+Kairi'), ('Lara Maestripieri', ' Polytechnic of Milano, Milano, Italy', 'https://www.tandfonline.com/author/Maestripieri%2C+Lara'), ('Costanzo Ranci', ' Department of Architecture and Urban Studies, Polytechnic of Milano, Milano, Italy', 'https://www.tandfonline.com/author/Ranci%2C+Costanzo')]",673,4,2
19,3,1,Article,223,242,19 Oct 2015,10 Nov 2016,29 Dec 2016,"['Commercialisation', 'globalisation', 'diversity', 'inequality', 'football', 'market value']",Who wins the championship? Market value and team composition as predictors of success in the top European football leagues,2,"[('Jürgen Gerhards', ' Institute of Sociology, Free University Berlin, Berlin, Germany', 'https://www.tandfonline.com/author/Gerhards%2C+J%C3%BCrgen'), ('Michael Mutz', ' Department of Sport Science, Justus-Liebig-University Gießen, Gießen, Germany', 'https://www.tandfonline.com/author/Mutz%2C+Michael')]","1,008",4,0
19,3,2,Article,243,267,30 Mar 2015,18 Dec 2016,16 Feb 2017,"['Television', 'anti-immigrant sentiments', 'fear of crime', 'crime', 'perceived ethnic diversity']",Television and anti-immigrant sentiments: the mediating role of fear of crime and perceived ethnic diversity,3,"[('Laura Jacobs', ' Centre for Political Research, University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Jacobs%2C+Laura'), ('Marc Hooghe', ' Centre for Political Research, University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Hooghe%2C+Marc'), ('Thomas de Vroome', ' Research and Documentation Centre, Dutch Ministry of Security and Justice, The Hague, Netherlands', 'https://www.tandfonline.com/author/de+Vroome%2C+Thomas')]",932,13,2
19,3,3,Article,268,291,12 Mar 2016,10 Oct 2016,23 Nov 2016,"['Welfare state regime', 'health inequality', 'social networks']",Ties and inequalities in later life: welfare state regime and the role of social networks in health inequalities in later life in Europe,1,"[('Daniela Craveiro', ' Communication and Society Research Centre, Universidade do Minho, Braga, Portugal', 'https://www.tandfonline.com/author/Craveiro%2C+Daniela')]",370,1,1
19,3,4,Article,292,312,08 Apr 2016,29 Jan 2017,20 Feb 2017,"['Women’s preferences', 'work-orientation', 'work–life conflict', 'International Social Survey Programme']",Women’s work–life preferences: reconceptualization and cross-country description over time,1,"[('Elina Schleutker', ' Department of Political Science, University of Freiburg, Freiburg, Germany', 'https://www.tandfonline.com/author/Schleutker%2C+Elina')]",361,4,0
19,3,5,Article,313,335,23 May 2015,29 Jan 2017,21 Feb 2017,"['Employment commitment', 'cultural factors', 'European Social Survey', 'institutional factors', 'multilevel regression analysis']",The effects of employee and country characteristics on employment commitment in Europe,2,"[('Teemu Turunen', ' Department of Social Research, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Turunen%2C+Teemu'), ('Jouko Nätti', ' Faculty of Social Sciences, University of Tampere, Tampere, Finland', 'https://www.tandfonline.com/author/N%C3%A4tti%2C+Jouko')]",298,4,0
19,3,6,book review,336,338,,,22 Sep 2016,[],"EU civil society: patterns of cooperation, competition and conflict",1,"[('Alessia Vatta', ' Department of Political and Social Sciences, University of Trieste, Italy', 'https://www.tandfonline.com/author/Vatta%2C+Alessia')]",169,0,0
19,3,7,book review,338,340,,,13 Feb 2017,[],Narrating European society,1,"[('Christine Barwick', ' Centre Marc Bloch Berlin/Sciences Po Paris', 'https://www.tandfonline.com/author/Barwick%2C+Christine')]",102,0,0
19,4,1,editorial,341,345,,,26 Jul 2017,[],Volatility &gt; indifference &gt; obstinacy &gt; defence,1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",247,0,0
19,4,2,Article,346,369,26 May 2014,21 Apr 2017,26 May 2017,"['Analytical sociology', 'methodological individualism', 'human values', 'structural equation modeling', 'multilevel confirmatory factor analysis', 'European social survey']","Societal development, social stratification and power- and achievement-values Inglehart’s scarcity hypothesis and the theory of the social production functions in the comparative study of values",1,"[('Dennis Köthemann', ' Department of Sociology, School of Human and Social Sciences, University of Wuppertal, Wuppertal, Germany', 'https://www.tandfonline.com/author/K%C3%B6themann%2C+Dennis')]",294,2,0
19,4,3,Article,370,395,26 Jul 2016,07 Mar 2017,27 Apr 2017,"['Gender role attitudes', 'modernization', 'traditionalism', 'intracohort change', 'Italy', 'path-dependency']",Gender role attitudes in Italy: 1988–2008. A path-dependency story of traditionalism,1,"[('Vera Lomazzi', ' GESIS – Leibniz Institute for Social Sciences, Cologne, Germany', 'https://www.tandfonline.com/author/Lomazzi%2C+Vera')]",564,8,5
19,4,4,Article,396,418,03 Mar 2016,20 Dec 2016,23 Jan 2017,"['Working hours', 'life course', 'paid leave', 'work–life balance']",Leave saving options over the life course – only for the highly skilled? Evidence from two German best-practice companies,1,"[('Philip Wotschack', ' WZB Berlin Social Science Center, Research Unit, Skill Formation and Labor Markets, Berlin, Germany', 'https://www.tandfonline.com/author/Wotschack%2C+Philip')]",93,0,0
19,4,5,Article,419,439,09 May 2016,27 Feb 2017,08 May 2017,"['Public support', 'social assistance', 'economic cycle', 'unemployment', 'Finland']",Swinging support? Economic cycles and changes in the public attitudes towards welfare recipients in Finland 1995–2010,2,"[('Susan Kuivalainen', ' Finnish Centre for Pensions (Eläketurvakeskus), Helsinki, Finland', 'https://www.tandfonline.com/author/Kuivalainen%2C+Susan'), ('Jani Erola', ' Sociology, University of Turku (Turun yliopisto), Turku, Finland', 'https://www.tandfonline.com/author/Erola%2C+Jani')]",268,1,6
19,4,6,Article,440,465,29 Jan 2016,10 Nov 2016,03 Jan 2017,"['Anti-immigration attitudes', 'ethnic competition theory', 'perceived ethnic threat', 'perceived economic strain', 'European Social Survey']",Support for restrictive immigration policies in the European Union 2002–2013: the impact of economic strain and ethnic threat for vulnerable economic groups,3,"[('Menno van Setten', ' Department of Migration and Ethnic Relations, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/van+Setten%2C+Menno'), ('Peer Scheepers', ' Department of Sociology, Radboud University, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Scheepers%2C+Peer'), ('Marcel Lubbers', ' Department of Sociology, Radboud University, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Lubbers%2C+Marcel')]","1,678",6,0
19,4,7,Article,466,491,15 Jul 2016,29 Jan 2017,14 Feb 2017,"['Intergenerational obligations', 'parental norms', 'filial norms', 'ascending familialism', 'descending familialism', 'normative solidarity']",All is not relative: intergenerational norms in Europe,1,"[('Bella Marckmann', ' Department of Sociology, University of Copenhagen, Copenhagen, Denmark', 'https://www.tandfonline.com/author/Marckmann%2C+Bella')]",356,2,4
19,4,8,Article,492,516,17 Apr 2015,10 Aug 2016,06 Sep 2016,"['Trust', 'diversity', 'ethnicity', 'identity', 'group trust', 'political trust', 'Turkey']",Determinants of trust in Turkey,1,"[('Aysegul Kayaoglu', ' Department of Economics, Istanbul Technical University, Turkey', 'https://www.tandfonline.com/author/Kayaoglu%2C+Aysegul')]",417,7,2
19,5,1,editorial,517,519,,,06 Nov 2017,[],Religion: opium to amphetamine,1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",445,0,0
19,5,2,introduction,520,528,,,06 Nov 2017,[],The social dynamics of religion in the public domain,2,"[('Heidemarie Winkel', ' Department of Sociology, University of Bielefeld, Bielefeld, Germany', 'https://www.tandfonline.com/author/Winkel%2C+Heidemarie'), ('Gladys Ganiel', "" Senator George J. Mitchell Institute for Global Peace, Security and Justice, Queen's University Belfast, Belfast, UK"", 'https://www.tandfonline.com/author/Ganiel%2C+Gladys')]","1,445",1,1
19,5,3,Article,529,550,17 Aug 2015,16 May 2017,12 Jun 2017,"['Religion', 'secularism', 'global justice', 'epistemological injustice', 'human rights', 'humanitarianism']",The socio-political dynamics of secularism and epistemological injustice in global justice theory and practice,1,"[('Erin K. Wilson', ' Faculty of Theology and Religious Studies, Centre for Religion, Conflict and the Public Domain, University of Groningen, Groningen, Netherlands', 'https://www.tandfonline.com/author/Wilson%2C+Erin+K')]","2,606",3,0
19,5,4,Article,551,579,23 Jun 2015,16 May 2017,07 Jun 2017,"['Religion', 'EU', 'constitutions', 'neo-institutionalism', 'path dependency', 'document analysis']",Religion in European constitutions – cases of different secularities,3,"[('Annette Schnabel', ' Department of Sociology, Heinrich-Heine-University, Düsseldorf, Germany', 'https://www.tandfonline.com/author/Schnabel%2C+Annette'), ('Kathrin Behrens', ' Department of Sociology, Heinrich-Heine-University, Düsseldorf, Germany', 'https://www.tandfonline.com/author/Behrens%2C+Kathrin'), ('Florian Grötsch', ' Research Funding and Resources Management for Third Party Funding, Humboldt Universität zu Berlin, Berlin, Germany', 'https://www.tandfonline.com/author/Gr%C3%B6tsch%2C+Florian')]",364,3,1
19,5,5,Article,580,599,21 May 2015,16 May 2017,05 Jun 2017,"['Church', 'advocacy', 'EU parliament elections', 'public religion']",European churches and the European parliament elections. The case of the Evangelical Lutheran Church of Finland,1,"[('Eila Helander', ' Faculty of Theology, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Helander%2C+Eila')]",115,1,0
19,5,6,Article,600,622,30 Jun 2015,16 May 2017,07 Jun 2017,"['Homosexuality', 'religion', 'Roman Catholic Church', 'reparative therapy', 'discourse']",Religion and homosexuality in the public domain: Polish debates about reparative therapy,1,"[('Dorota Hall', ' Institute of Philosophy and Sociology of the Polish Academy of Sciences, Warsaw, Poland', 'https://www.tandfonline.com/author/Hall%2C+Dorota')]",479,5,3
19,5,7,Article,623,644,07 Sep 2015,16 May 2017,05 Jun 2017,"['German Islam Conference', 'Islam in Germany', 'racism', 'incorporation of Islam', 'governmentality']",Suffering Rights and Incorporation. The German Islam Conference and the integration of Muslims as a discursive means of their racialization,1,"[('Luis Manuel Hernández Aguilar', ' Department of Sociology, Goethe University Frankfurt am Main, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Hern%C3%A1ndez+Aguilar%2C+Luis+Manuel')]",406,2,0
19,5,8,Article,645,669,12 Sep 2015,16 May 2017,06 Jun 2017,"['Public sphere', 'Islamism', 'populism', 'identity politics', 'boundary-making']","Religion, the public sphere, and identity politics: how a radical Muslim organization defies the populist right in Switzerland",2,"[('Amir Sheikhzadegan', ' Swiss Center for Islam and Society (SZIG), University of Fribourg, Fribourg, Switzerland', 'https://www.tandfonline.com/author/Sheikhzadegan%2C+Amir'), ('Michael Nollert', ' Department of Social Sciences, Division of Sociology, Social Policy and Social Work, University of Fribourg, Fribourg, Switzerland', 'https://www.tandfonline.com/author/Nollert%2C+Michael')]",471,3,0
